Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
4/11/17,4216,4573,0,14935,667,2233,1021910,1574,6090,1349,0,610,41%,3.9,0:04:48,0,0,0,0%,10920,7485,2069,1787,1602,1168,344,209,10407,0.82s,49%,3.3,0:03:43
4/12/17,4078,4419,0,14719,526,2150,991534,1531,6106,1314,0,526,41%,4,0:05:01,0,0,0,0%,10309,7079,2566,2333,1519,1127,325,208,9881,0.81s,49%,3.3,0:03:44
4/13/17,4010,4370,0,14366,786,2174,894372,1488,6028,1264,0,636,42%,4.1,0:04:19,0,0,0,0%,10678,7170,1793,1560,1656,1155,239,151,10209,0.78s,50%,3.3,0:03:25
4/14/17,3725,4046,0,12688,562,2103,881643,1310,5195,1132,0,562,44%,4,0:04:46,0,0,0,0%,9406,6496,1637,1291,1373,980,272,179,8993,0.76s,52%,3.1,0:03:38
4/15/17,2635,2805,0,6617,247,1708,360436,741,1765,642,0,28,55%,2.4,0:02:38,0,0,0,0%,4908,3744,1036,973,570,475,103,78,4741,1.07s,61%,2.4,0:02:08
4/16/17,2544,2660,0,7205,599,1500,413528,631,2302,564,0,599,54%,3.6,0:03:29,0,0,0,0%,5050,3765,1492,1410,548,426,115,75,4801,0.87s,56%,2.7,0:02:35
4/17/17,4878,5287,0,16465,533,2558,1092637,1725,6340,1470,0,533,40%,3.7,0:04:36,0,0,0,0%,12354,8610,1803,1467,1935,1467,373,244,11885,0.73s,48%,3.1,0:03:27
4/18/17,4508,4883,0,18333,2379,2303,1075456,1711,7114,1457,0,573,42%,4.2,0:04:52,0,0,0,0%,11942,8158,4038,2672,1880,1365,473,281,11478,0.72s,47%,3.8,0:03:40
4/19/17,4854,5223,0,15912,581,2656,1055584,1653,6642,1422,0,581,43%,4,0:05:01,0,0,0,0%,11843,8296,1886,1646,1846,1393,337,219,11267,0.74s,51%,3,0:03:22
4/20/17,4751,5141,0,15431,616,2589,1064430,1648,5793,1422,0,513,44%,3.5,0:04:40,0,0,0,0%,11701,7979,1761,1520,1684,1252,285,187,11171,0.73s,50%,3,0:03:27
4/21/17,4275,4604,0,13696,553,2421,863201,1428,5788,1240,0,553,44%,4.1,0:04:41,0,0,0,0%,10378,7287,1488,1268,1544,1106,286,191,9962,0.76s,53%,3,0:03:07
4/22/17,2770,2951,0,7186,87,1664,418368,823,2083,731,0,54,52%,2.5,0:02:52,0,0,0,0%,5616,4220,822,730,645,528,103,76,5432,0.97s,56%,2.4,0:02:22
4/23/17,2628,2809,0,9293,1077,1520,433706,789,2139,688,0,62,52%,2.7,0:03:10,0,0,0,0%,5656,4233,2836,2702,679,578,122,89,5411,0.86s,54%,3.3,0:02:34
4/24/17,4443,4852,0,15627,669,2312,1038589,1687,6171,1424,0,490,41%,3.7,0:04:27,0,0,0,0%,11459,7998,1959,1481,1837,1376,372,231,11031,0.73s,48%,3.2,0:03:34
4/25/17,4699,5072,0,16541,608,2446,1097886,1705,7160,1464,0,608,40%,4.2,0:05:14,0,0,0,0%,12278,8383,2209,1746,1746,1302,308,215,11773,0.73s,48%,3.3,0:03:36
4/26/17,4489,4877,0,16655,661,2281,1162958,1707,6553,1452,0,661,39%,3.8,0:04:59,0,0,0,0%,11730,8068,2726,2084,1869,1367,330,225,11270,0.72s,47%,3.4,0:03:58
4/27/17,4191,4561,0,14896,637,2184,1040263,1680,7244,1425,0,637,39%,4.3,0:05:17,0,0,0,0%,11240,7461,1659,1438,1720,1220,277,174,10757,0.74s,48%,3.3,0:03:48
4/28/17,4064,4448,0,15263,1950,2159,872843,1561,5860,1307,0,517,44%,3.8,0:04:27,0,0,0,0%,10105,7108,3442,2544,1485,1222,231,150,9705,0.77s,49%,3.4,0:03:16
4/29/17,2475,2652,0,6155,55,1503,368263,764,1806,663,0,47,54%,2.4,0:02:32,0,0,0,0%,4676,3646,868,774,532,469,79,57,4509,0.98s,57%,2.3,0:02:19
4/30/17,2567,2718,0,6838,82,1471,393511,739,2000,655,0,28,51%,2.7,0:02:43,0,0,0,0%,5190,3900,923,776,596,524,129,94,5000,0.94s,54%,2.5,0:02:25
5/1/17,4567,4974,0,18553,1883,2279,1189195,1759,7135,1496,0,621,40%,4.1,0:05:12,0,0,0,0%,12483,8655,3872,2965,1841,1446,357,224,11997,0.76s,46%,3.7,0:03:59
5/2/17,4360,4707,0,15325,523,2247,1057842,1611,6063,1390,0,523,41%,3.8,0:04:12,0,0,0,0%,11160,7806,2055,1806,1762,1337,348,198,10621,0.74s,48%,3.3,0:03:45
5/3/17,4258,4581,0,14914,498,2254,1098286,1557,6611,1358,0,498,41%,4.2,0:05:43,0,0,0,0%,10855,7373,2124,1741,1598,1249,337,224,10447,0.74s,49%,3.3,0:04:00
5/4/17,3922,4230,0,14242,504,2047,1019673,1478,5698,1269,0,504,39%,3.9,0:05:13,0,0,0,0%,9645,6739,2686,2370,1519,1213,392,233,9261,0.75s,48%,3.4,0:04:01
5/5/17,3528,3816,0,12093,606,1859,854569,1274,5149,1095,0,606,42%,4,0:05:08,0,0,0,0%,8922,6141,1510,1229,1351,1008,310,179,8616,0.74s,49%,3.2,0:03:44
5/6/17,2530,2710,0,8254,1751,1554,354995,689,1622,597,0,35,54%,2.4,0:02:10,0,0,0,0%,4925,3742,2706,2042,533,459,90,60,4740,1.62s,57%,3,0:02:11
5/7/17,2586,2727,0,7293,428,1577,389470,703,1966,624,0,58,55%,2.8,0:03:00,0,0,0,0%,5708,4278,924,816,568,498,93,66,5501,1.07s,58%,2.7,0:02:23
5/8/17,4449,4833,0,14712,549,2331,1025852,1632,5912,1391,0,548,39%,3.6,0:05:01,0,0,0,0%,11146,7792,1578,1249,1709,1307,279,199,10660,0.83s,48%,3,0:03:32
5/9/17,4779,5175,0,16659,567,2596,1131346,1608,6671,1354,0,567,41%,4.1,0:05:23,0,0,0,0%,11818,8296,2733,1747,1791,1354,317,213,11419,0.74s,50%,3.2,0:03:39
5/10/17,4214,4584,0,14051,553,2218,1047493,1666,6361,1426,0,553,42%,3.8,0:05:18,0,0,0,0%,10615,7404,1532,1321,1634,1271,270,168,10239,0.78s,48%,3.1,0:03:49
5/11/17,4437,4856,0,17391,1945,2421,1108678,1769,7034,1489,0,706,42%,4,0:05:11,0,0,0,0%,11270,7679,4141,3262,1689,1260,291,188,10820,0.75s,50%,3.6,0:03:48
5/12/17,3836,4134,0,13000,453,2113,856365,1426,5158,1253,0,453,46%,3.6,0:04:19,0,0,0,0%,9067,6420,2365,2074,1351,1048,217,155,8680,0.82s,51%,3.1,0:03:27
5/13/17,2392,2550,0,7616,1313,1445,315526,747,1889,657,0,28,53%,2.5,0:02:11,0,0,0,0%,6037,4139,874,748,622,533,83,60,5902,0.9s,57%,3,0:02:04
5/14/17,2308,2465,0,5870,80,1442,347556,638,1526,546,0,45,54%,2.4,0:02:51,0,0,0,0%,4462,3377,802,726,509,433,97,66,4300,0.84s,58%,2.4,0:02:21
5/15/17,4510,4895,0,16781,1013,2256,1069176,1743,7251,1491,0,580,38%,4.2,0:05:14,0,0,0,0%,11916,8356,2743,2501,1770,1373,352,238,11433,0.72s,46%,3.4,0:03:38
5/16/17,5107,5517,0,16858,625,2822,1147394,1775,7064,1516,0,625,42%,4,0:05:10,0,0,0,0%,12489,8652,2206,1820,1753,1354,410,267,12001,0.73s,51%,3.1,0:03:28
5/17/17,4615,4972,0,17402,934,2419,1035909,1649,6103,1411,0,579,41%,3.7,0:04:40,0,0,0,0%,11594,7925,3875,3401,1635,1253,298,199,11106,0.75s,49%,3.5,0:03:28
5/18/17,4172,4475,0,13809,574,2236,948386,1502,5580,1310,0,574,41%,3.7,0:04:27,0,0,0,0%,10332,7174,1706,1422,1526,1182,245,168,9896,0.8s,50%,3.1,0:03:32
5/19/17,3772,4027,0,12312,547,1921,824367,1415,5076,1264,0,461,39%,3.6,0:04:45,0,0,0,0%,9205,6441,1438,1145,1430,1134,239,145,8827,0.73s,48%,3.1,0:03:25
5/20/17,2928,3106,0,7328,81,1809,419630,847,2308,750,0,40,55%,2.7,0:02:53,0,0,0,0%,5653,4240,887,732,665,552,123,83,5372,1.06s,58%,2.4,0:02:15
5/21/17,3011,3204,0,8120,80,1798,469911,860,2326,761,0,30,51%,2.7,0:02:52,0,0,0,0%,6296,4614,1018,864,696,603,110,79,5954,0.9s,56%,2.5,0:02:27
5/22/17,4816,5247,0,16556,652,2530,1003574,1839,7478,1553,0,652,40%,4.1,0:04:17,0,0,0,0%,12323,8496,1865,1599,1969,1483,399,267,11824,0.8s,48%,3.2,0:03:11
5/23/17,4513,4928,0,15495,610,2396,1046538,1746,6084,1463,0,610,40%,3.5,0:04:10,0,0,0,0%,11360,7918,2109,1830,1759,1361,267,180,10874,0.75s,49%,3.1,0:03:32
5/24/17,4309,4677,0,14377,555,2323,943545,1646,6783,1390,0,555,41%,4.1,0:04:54,0,0,0,0%,10777,7427,1599,1362,1718,1277,283,184,10307,0.75s,50%,3.1,0:03:22
5/25/17,4324,4703,0,14718,525,2267,987748,1657,6836,1415,0,525,39%,4.1,0:04:53,0,0,0,0%,11077,7549,1580,1314,1768,1322,293,200,10631,0.78s,48%,3.1,0:03:30
5/26/17,3630,3920,0,11631,417,2003,728531,1322,4991,1135,0,417,45%,3.8,0:04:37,0,0,0,0%,8907,6116,1175,994,1358,1041,191,135,8576,0.84s,51%,3,0:03:06
5/27/17,2949,3127,0,6992,78,1853,404217,794,1931,702,0,46,55%,2.4,0:02:53,0,0,0,0%,5403,4097,918,793,581,504,90,56,5209,1.07s,59%,2.2,0:02:09
5/28/17,3002,3185,0,7484,82,1912,391194,759,1922,676,0,66,57%,2.5,0:02:35,0,0,0,0%,5834,4413,969,839,609,489,72,58,5607,0.98s,60%,2.3,0:02:03
5/29/17,3392,3641,0,9514,65,1929,581233,1078,3115,943,0,65,48%,2.9,0:03:11,0,0,0,0%,7263,5356,1114,958,957,769,180,115,6971,0.92s,53%,2.6,0:02:40
5/30/17,5281,5758,0,17920,637,2832,1200108,1935,7670,1637,0,637,41%,4,0:04:29,0,0,0,0%,13293,9156,2198,1902,2064,1582,365,243,12735,0.8s,49%,3.1,0:03:28
5/31/17,5715,6152,0,20033,690,2893,1348926,2043,8341,1772,0,690,41%,4.1,0:04:47,0,0,0,0%,14704,9860,2898,2547,2082,1641,349,212,13973,1.01s,47%,3.3,0:03:39
6/1/17,5163,5613,0,17852,622,2734,1124199,2052,7559,1771,0,622,44%,3.7,0:03:59,0,0,0,0%,12991,8895,2572,2293,1969,1531,320,202,12418,0.89s,49%,3.2,0:03:20
6/2/17,4188,4530,0,15924,1410,2287,935246,1556,6147,1339,0,589,43%,4,0:05:16,0,0,0,0%,10272,6925,3777,3574,1564,1177,311,196,9922,0.81s,50%,3.5,0:03:26
6/3/17,2861,3055,0,7391,76,1757,463940,856,2271,747,0,37,52%,2.7,0:02:46,0,0,0,0%,5633,4154,960,839,694,584,104,67,5448,1.18s,58%,2.4,0:02:32
6/4/17,3010,3187,0,8015,86,1769,503092,848,2343,756,0,31,48%,2.8,0:02:54,0,0,0,0%,6159,4586,1024,909,721,611,111,82,5959,1s,56%,2.5,0:02:38
6/5/17,4668,5107,0,16572,814,2476,1065439,1795,7765,1527,0,814,39%,4.3,0:04:52,0,0,0,0%,12353,8110,1836,1592,2067,1577,316,217,11911,0.78s,48%,3.2,0:03:29
6/6/17,4562,4922,0,15365,641,2460,988799,1709,6502,1474,0,469,42%,3.8,0:04:37,0,0,0,0%,11553,7779,1687,1413,1762,1358,363,240,11144,0.81s,50%,3.1,0:03:21
6/7/17,4345,4733,0,15009,688,2310,1021909,1676,6975,1409,0,688,41%,4.2,0:05:09,0,0,0,0%,11122,7424,1833,1545,1729,1327,325,207,10713,0.77s,49%,3.2,0:03:36
6/8/17,4080,4448,0,14087,672,2195,916557,1585,5908,1324,0,672,41%,3.7,0:04:11,0,0,0,0%,10785,7180,1409,1202,1656,1212,237,185,10364,0.77s,49%,3.2,0:03:26
6/9/17,3751,4076,0,12723,582,2011,877487,1420,5866,1217,0,582,44%,4.1,0:05:11,0,0,0,0%,9426,6338,1586,1277,1477,1142,234,166,9074,0.8s,49%,3.1,0:03:35
6/10/17,2451,2644,0,6183,85,1506,373860,748,1990,645,0,49,51%,2.7,0:03:31,0,0,0,0%,4780,3608,767,670,552,471,84,62,4578,1.02s,57%,2.3,0:02:21
6/11/17,2458,2627,0,6358,43,1516,392456,746,2005,660,0,34,53%,2.7,0:03:29,0,0,0,0%,4970,3683,715,594,580,482,93,70,4772,0.95s,58%,2.4,0:02:29
6/12/17,4264,4614,0,14851,700,2220,979931,1555,5945,1362,0,700,41%,3.8,0:04:47,0,0,0,0%,11190,7517,1646,1362,1682,1273,333,232,10765,0.79s,48%,3.2,0:03:32
6/13/17,4199,4545,0,14603,648,2131,986148,1583,6407,1356,0,648,39%,4,0:05:03,0,0,0,0%,10723,7318,1868,1579,1674,1325,338,231,10388,0.82s,47%,3.2,0:03:37
6/14/17,4156,4507,0,16216,1047,2213,1009270,1565,6467,1344,0,737,44%,4.1,0:05:25,0,0,0,0%,10627,7209,3650,3229,1640,1228,299,212,10259,0.76s,49%,3.6,0:03:44
6/15/17,4320,4691,0,14371,704,2321,1008913,1614,6459,1388,0,704,41%,4,0:05:09,0,0,0,0%,10530,7018,1851,1561,1729,1333,261,174,10155,0.76s,49%,3.1,0:03:35
6/16/17,3649,3958,0,12933,564,1905,894760,1432,6082,1221,0,564,40%,4.2,0:05:22,0,0,0,0%,9760,6479,1462,1199,1452,1112,259,178,9399,0.76s,48%,3.3,0:03:46
6/17/17,2432,2595,0,6199,45,1478,410675,684,1718,600,0,30,53%,2.5,0:02:54,0,0,0,0%,4869,3585,694,601,570,490,66,51,4742,1.14s,57%,2.4,0:02:38
6/18/17,2362,2481,0,6009,77,1416,344716,680,1764,610,0,30,54%,2.6,0:02:29,0,0,0,0%,4557,3423,820,705,566,486,66,60,4436,0.9s,57%,2.4,0:02:19
6/19/17,4415,4761,0,17073,1810,2286,1010191,1623,6784,1403,0,654,40%,4.2,0:04:56,0,0,0,0%,11262,7705,3725,2829,1752,1364,334,225,10857,0.76s,48%,3.6,0:03:32
6/20/17,4299,4661,0,15116,654,2202,976024,1560,5981,1319,0,288,38%,3.8,0:04:14,0,0,0,0%,11251,7640,1766,1486,1768,1367,331,229,10833,0.73s,47%,3.2,0:03:29
6/21/17,4805,5168,0,16857,673,2390,1467780,1703,6130,1474,0,537,42%,3.6,0:04:41,0,0,0,0%,11094,7517,3597,3300,1901,1472,265,170,10725,0.71s,46%,3.3,0:04:44
6/22/17,4413,4794,0,16074,739,2310,1174788,1670,7474,1409,0,739,43%,4.5,0:05:23,0,0,0,0%,11392,7449,2625,2328,1762,1328,295,194,10996,0.79s,48%,3.4,0:04:05
6/23/17,3567,3868,0,12077,433,1855,852781,1329,4922,1139,0,433,42%,3.7,0:04:43,0,0,0,0%,8664,6071,1813,1578,1357,1059,243,175,8296,0.75s,48%,3.1,0:03:40
6/24/17,2536,2700,0,9178,1777,1483,499494,704,1974,626,0,35,53%,2.8,0:03:15,0,0,0,0%,4977,3649,3469,2787,620,521,112,80,4832,0.91s,55%,3.4,0:03:05
6/25/17,2551,2691,0,7079,87,1405,526981,712,1958,644,0,33,49%,2.8,0:03:11,0,0,0,0%,5393,4033,856,753,742,610,88,58,5221,0.87s,52%,2.6,0:03:16
6/26/17,4223,4597,0,14843,498,2114,1007348,1655,6478,1417,0,498,41%,3.9,0:05:00,0,0,0,0%,11137,7582,1710,1392,1738,1375,258,163,10749,0.78s,46%,3.2,0:03:39
6/27/17,4165,4536,0,15028,652,2082,1031949,1635,6996,1396,0,652,39%,4.3,0:05:36,0,0,0,0%,11395,7683,1511,1273,1798,1398,324,224,10983,0.71s,46%,3.3,0:03:48
6/28/17,3985,4326,0,13564,679,2109,916336,1487,5823,1260,0,679,43%,3.9,0:05:04,0,0,0,0%,10195,6872,1528,1304,1549,1184,292,195,9726,0.77s,49%,3.1,0:03:32
6/29/17,3965,4320,0,13371,628,2081,937264,1492,5960,1268,0,628,42%,4,0:05:10,0,0,0,0%,10043,6903,1494,1257,1548,1241,286,183,9669,0.78s,48%,3.1,0:03:37
6/30/17,3590,3904,0,11923,501,1874,785578,1407,5335,1218,0,501,43%,3.8,0:04:34,0,0,0,0%,9079,6228,1171,1006,1497,1137,176,138,8749,0.86s,48%,3.1,0:03:21
7/1/17,2466,2654,0,6791,84,1414,409575,803,2171,712,0,35,49%,2.7,0:03:00,0,0,0,0%,5162,3805,837,728,699,578,93,61,4999,1.08s,53%,2.6,0:02:34
7/2/17,2584,2772,0,6937,70,1555,417161,763,2138,664,0,70,50%,2.8,0:03:17,0,0,0,0%,5449,3988,786,677,594,506,108,61,5254,1s,56%,2.5,0:02:30
7/3/17,3912,4223,0,12479,636,2080,882520,1388,5176,1196,0,636,43%,3.7,0:04:41,0,0,0,0%,9448,6654,1397,1196,1411,1052,223,163,9129,0.88s,49%,3,0:03:29
7/4/17,2619,2830,0,6898,40,1502,425264,856,2127,726,0,40,51%,2.5,0:03:03,0,0,0,0%,5283,4104,867,742,641,551,107,74,5097,0.99s,53%,2.4,0:02:30
7/5/17,4495,4891,0,14727,646,2398,1037311,1719,6723,1473,0,646,41%,3.9,0:04:49,0,0,0,0%,11083,7586,1686,1430,1675,1296,283,195,10709,0.83s,49%,3,0:03:32
7/6/17,5228,5824,0,18506,676,2691,1267558,2200,8761,1807,0,676,40%,4,0:04:50,0,0,0,0%,14789,9570,1494,1263,1902,1402,321,216,14241,0.88s,46%,3.2,0:03:38
7/7/17,3984,4312,0,12991,542,2133,1039534,1491,5649,1285,0,542,44%,3.8,0:05:08,0,0,0,0%,9572,6635,1673,1491,1472,1170,274,186,9229,0.86s,49%,3,0:04:01
7/8/17,2582,2743,0,6961,86,1525,432197,792,2119,714,0,33,54%,2.7,0:03:04,0,0,0,0%,5092,3765,1145,989,646,554,78,56,4947,1.1s,56%,2.5,0:02:38
7/9/17,2455,2637,0,6603,80,1441,371965,744,2025,648,0,43,52%,2.7,0:02:28,0,0,0,0%,4999,3739,853,730,624,529,127,88,4870,0.99s,55%,2.5,0:02:21
7/10/17,4060,4419,0,13976,523,2092,1035314,1563,6460,1337,0,523,41%,4.1,0:05:29,0,0,0,0%,10429,7053,1634,1394,1628,1274,285,200,10054,0.81s,47%,3.2,0:03:54
7/11/17,3870,4213,0,13314,617,1992,937151,1502,5782,1269,0,617,41%,3.8,0:04:51,0,0,0,0%,9709,6625,1740,1471,1576,1264,289,180,9388,0.84s,47%,3.2,0:03:42
7/12/17,3952,4284,0,13687,495,2156,974978,1430,5879,1211,0,495,42%,4.1,0:05:27,0,0,0,0%,9802,6486,2120,1881,1514,1140,251,187,9390,0.8s,50%,3.2,0:03:48
7/13/17,3804,4157,0,13553,430,2026,959712,1478,5497,1253,0,430,44%,3.7,0:05:02,0,0,0,0%,9383,6471,2481,2191,1457,1144,232,163,8971,0.92s,49%,3.3,0:03:51
7/14/17,3508,3789,0,11657,498,1906,822005,1305,5280,1134,0,498,42%,4,0:05:12,0,0,0,0%,8641,5853,1458,1263,1348,1025,210,143,8305,0.89s,50%,3.1,0:03:37
7/15/17,2353,2528,0,5920,22,1422,365211,729,1867,635,0,22,50%,2.6,0:02:34,0,0,0,0%,4628,3461,655,589,551,467,86,66,4499,1.06s,56%,2.3,0:02:24
7/16/17,2409,2547,0,6248,53,1435,362712,679,1878,610,0,32,49%,2.8,0:03:01,0,0,0,0%,4707,3486,782,629,653,552,106,64,4580,1.06s,56%,2.5,0:02:22
7/17/17,3927,4283,0,14167,594,1931,1015399,1489,6098,1264,0,594,39%,4.1,0:05:21,0,0,0,0%,10634,7138,1564,1284,1697,1339,272,185,10224,0.81s,45%,3.3,0:03:57
7/18/17,3879,4234,0,13042,527,2088,918542,1444,5879,1226,0,527,41%,4.1,0:05:09,0,0,0,0%,9720,6627,1497,1275,1522,1195,303,189,9363,0.8s,49%,3.1,0:03:37
7/19/17,3860,4182,0,12935,525,2048,887420,1425,5215,1224,0,430,41%,3.7,0:04:19,0,0,0,0%,9633,6448,1479,1221,1555,1124,268,182,9324,0.8s,49%,3.1,0:03:32
7/20/17,3686,4007,0,12937,502,1880,844865,1437,5830,1214,0,502,40%,4.1,0:04:39,0,0,0,0%,9686,6471,1390,1113,1587,1180,274,191,9397,0.81s,47%,3.2,0:03:31
7/21/17,3833,4147,0,13086,494,2003,837152,1403,5423,1236,0,494,45%,3.9,0:04:52,0,0,0,0%,9489,6559,1720,1216,1590,1231,287,182,9181,0.83s,48%,3.2,0:03:22
7/22/17,2835,3053,0,7437,49,1768,395719,797,2131,672,0,42,53%,2.7,0:02:33,0,0,0,0%,5565,4082,988,860,748,625,136,85,5416,1.03s,58%,2.4,0:02:10
7/23/17,2800,2974,0,7466,80,1626,507499,751,2034,654,0,43,48%,2.7,0:02:45,0,0,0,0%,5392,4040,1062,916,866,711,146,81,5245,0.89s,55%,2.5,0:02:51
7/24/17,4402,4759,0,19161,2804,2097,1079533,1538,6761,1329,0,799,37%,4.4,0:05:16,0,0,0,0%,11771,8125,4958,3164,2072,1616,360,225,11217,0.74s,44%,4,0:03:47
7/25/17,3953,4277,0,13789,491,2006,930190,1452,5738,1240,0,491,43%,4,0:04:55,0,0,0,0%,10091,7084,1761,1544,1667,1320,270,194,9633,0.78s,47%,3.2,0:03:37
7/26/17,3794,4110,0,13427,501,1874,856709,1358,5575,1169,0,501,41%,4.1,0:04:42,0,0,0,0%,9878,6785,1592,1312,1659,1275,298,176,9567,0.74s,46%,3.3,0:03:28
7/27/17,3982,4343,0,14434,432,1895,1017514,1549,6309,1325,0,432,37%,4.1,0:05:04,0,0,0,0%,10513,7292,1552,1360,2022,1577,347,225,10173,0.71s,44%,3.3,0:03:54
7/28/17,3640,3936,0,12880,439,1772,855451,1326,5401,1151,0,439,40%,4.1,0:04:51,0,0,0,0%,9657,6615,1254,1090,1727,1352,242,169,9355,0.74s,45%,3.3,0:03:37
7/29/17,2428,2598,0,9257,2139,1388,487817,761,2037,665,0,29,51%,2.7,0:03:15,0,0,0,0%,5089,3814,3312,2457,753,653,103,75,4899,0.96s,53%,3.6,0:03:08
7/30/17,2396,2551,0,7529,457,1383,438373,720,2377,642,0,457,50%,3.3,0:03:16,0,0,0,0%,5120,3715,1585,1472,719,625,105,75,4954,0.92s,54%,3,0:02:52
7/31/17,4131,4478,0,14397,560,2026,1031530,1571,6378,1353,0,560,42%,4.1,0:05:09,0,0,0,0%,10600,7400,1504,1256,1924,1459,369,225,10251,0.75s,45%,3.2,0:03:50
8/1/17,4066,4383,0,14214,670,2039,991315,1461,6286,1256,0,670,38%,4.3,0:05:20,0,0,0,0%,10657,7488,1418,1182,1851,1414,288,193,10285,0.74s,47%,3.2,0:03:46
8/2/17,3648,3962,0,12394,368,1820,802641,1456,5512,1257,0,368,39%,3.8,0:04:25,0,0,0,0%,9111,6449,1318,1127,1666,1250,325,196,8849,0.74s,46%,3.1,0:03:23
8/3/17,3992,4368,0,16009,2018,2034,1036236,1587,6043,1341,0,580,39%,3.8,0:04:25,0,0,0,0%,10423,7092,3531,2449,1845,1363,210,150,10057,0.72s,47%,3.7,0:03:57
8/4/17,3544,3878,0,11961,488,1878,811019,1421,5524,1218,0,488,43%,3.9,0:04:59,0,0,0,0%,8964,6224,1238,1062,1529,1189,230,145,8689,0.79s,48%,3.1,0:03:29
8/5/17,2297,2454,0,5801,83,1361,351150,746,1826,667,0,34,51%,2.4,0:02:51,0,0,0,0%,4425,3408,652,577,636,544,88,70,4257,1.05s,55%,2.4,0:02:23
8/6/17,2212,2358,0,5722,52,1273,342349,699,1720,616,0,21,49%,2.5,0:02:33,0,0,0,0%,4297,3304,705,610,639,532,81,58,4194,0.97s,54%,2.4,0:02:25
8/7/17,4063,4418,0,14471,627,2039,1000343,1586,6824,1355,0,627,39%,4.3,0:05:25,0,0,0,0%,10649,7293,1539,1312,1949,1495,334,221,10239,0.79s,46%,3.3,0:03:46
8/8/17,4105,4441,0,14271,562,2039,999997,1549,6415,1336,0,562,38%,4.1,0:04:53,0,0,0,0%,10730,7395,1411,1194,1834,1437,296,200,10418,0.71s,46%,3.2,0:03:45
8/9/17,3851,4195,0,13132,553,1963,930704,1502,5931,1268,0,553,39%,3.9,0:05:05,0,0,0,0%,9538,6619,1614,1353,1706,1315,274,181,9242,0.88s,47%,3.1,0:03:42
8/10/17,3605,3942,0,14654,1927,1809,958845,1486,6045,1259,0,534,40%,4.1,0:05:23,0,0,0,0%,9326,6347,3473,2587,1577,1233,278,185,8970,0.82s,46%,3.7,0:04:03
8/11/17,3614,3929,0,12315,562,1840,881730,1319,5545,1109,0,562,40%,4.2,0:05:09,0,0,0,0%,9016,6210,1322,1141,1700,1245,277,173,8720,0.78s,47%,3.1,0:03:44
8/12/17,2314,2453,0,6065,78,1319,394481,702,1840,626,0,21,50%,2.6,0:03:05,0,0,0,0%,4727,3539,567,500,681,572,90,62,4570,1.03s,54%,2.5,0:02:41
8/13/17,2115,2265,0,5625,87,1182,337871,701,1631,628,0,34,50%,2.3,0:02:37,0,0,0,0%,4222,3185,701,617,632,521,70,57,4101,0.98s,52%,2.5,0:02:29
8/14/17,4024,4368,0,14153,452,1940,1015446,1636,6564,1408,0,452,36%,4,0:05:00,0,0,0,0%,10361,7152,1558,1320,1928,1460,306,207,10023,0.82s,44%,3.2,0:03:52
8/15/17,4232,4599,0,16187,1957,2206,1045353,1639,6227,1404,0,505,39%,3.8,0:04:31,0,0,0,0%,10330,7133,3732,2811,1840,1394,285,173,9960,0.74s,48%,3.5,0:03:47
8/16/17,4026,4382,0,13241,443,2092,967305,1573,5906,1323,0,443,41%,3.8,0:05:13,0,0,0,0%,9836,6932,1425,1170,1680,1324,300,207,9545,0.8s,48%,3,0:03:41
8/17/17,4087,4461,0,14424,450,2092,1002289,1606,6898,1365,0,450,39%,4.3,0:05:28,0,0,0,0%,10940,7300,1409,1151,1811,1391,264,181,10649,0.76s,47%,3.2,0:03:45
8/18/17,3566,3867,0,10920,476,1905,814253,1326,4729,1143,0,476,43%,3.6,0:04:59,0,0,0,0%,8299,5913,1069,907,1375,1082,177,122,8071,0.8s,49%,2.8,0:03:31
8/19/17,2304,2440,0,5981,59,1341,388400,674,1779,601,0,56,50%,2.6,0:03:13,0,0,0,0%,4457,3340,766,622,675,563,83,59,4333,0.97s,55%,2.5,0:02:39
8/20/17,2373,2525,0,8145,1041,1424,366256,700,1952,621,0,61,50%,2.8,0:02:37,0,0,0,0%,4666,3420,2764,2620,640,528,75,53,4512,1s,56%,3.2,0:02:25
8/21/17,3188,3427,0,11317,523,1606,797600,1202,5374,1055,0,523,41%,4.5,0:05:44,0,0,0,0%,8504,5648,1011,868,1556,1134,246,158,8210,0.71s,47%,3.3,0:03:53
8/22/17,3883,4170,0,12969,452,1997,960408,1379,5660,1209,0,452,39%,4.1,0:05:21,0,0,0,0%,9593,6637,1452,1203,1632,1244,292,195,9253,0.75s,48%,3.1,0:03:50
8/23/17,3809,4126,0,14684,454,1951,937227,1438,5581,1234,0,454,38%,3.9,0:04:49,0,0,0,0%,9438,6532,3366,3175,1587,1227,293,201,9153,0.75s,47%,3.6,0:03:47
